1	84	22577012	118.69750213623047
2	84	37831564	112.7853012084961
3	84	21393571	112.02760314941406
4	84	22576931	109.0365982055664
5	84	1913091	106.34549713134766
6	84	11332374	103.90889739990234
7	84	22270189	100.46320343017578
8	84	17444348	98.97859954833984
9	84	5133789	98.74980163574219
10	84	20243191	98.72149658203125
1	111	37799131	105.50060272216797
2	111	4045071	100.92400360107422
3	111	49860	97.60970306396484
4	111	37799135	97.0386962890625
5	111	467917	94.95359802246094
6	111	37831353	94.93190002441406
7	111	2837147	93.40660095214844
8	111	3551034	90.38600158691406
9	111	37799149	90.2886962890625
10	111	37798936	89.02639770507812
1	265	621989	122.94509887695312
2	265	10489	118.98280334472656
3	265	40203	114.9176025390625
4	265	333633	112.34400177001953
5	265	306755	102.65750122070312
6	265	10789397	102.50659942626953
7	265	13405795	102.38310241699219
8	265	42655989	101.51100158691406
9	265	12626653	101.04149627685547
10	265	434221	100.64669799804688
1	323	656843	91.13919830322266
2	323	2509585	90.42769622802734
3	323	1449933	89.92939758300781
4	323	905003	89.77490234375
5	323	1518875	87.84200286865234
6	323	269856	87.1636962890625
7	323	606432	86.40239715576172
8	323	7697	84.94539642333984
9	323	933185	84.943603515625
10	323	202448	84.93229675292969
1	396	43823	67.8927993774414
2	396	3825963	62.914798736572266
3	396	273777	60.78810119628906
4	396	101407	59.43220138549805
5	396	454104	59.07939910888672
6	396	18995	58.966400146484375
7	396	133856	58.67649841308594
8	396	1328408	58.35380172729492
9	396	8030907	58.087398529052734
10	396	11522538	57.86000061035156
1	397	145532	92.67279815673828
2	397	38337784	78.78829956054688
3	397	22090	78.77989959716797
4	397	17017202	78.66310119628906
5	397	16004782	78.48169708251953
6	397	149681	77.92289733886719
7	397	222165	76.32769775390625
8	397	619749	75.81890106201172
9	397	2256825	75.69409942626953
10	397	25423	74.76969909667969
1	403	176767	68.85900115966797
2	403	4222171	67.89109802246094
3	403	5233	66.51090240478516
4	403	54549815	64.53160095214844
5	403	670437	64.4468002319336
6	403	44532726	63.892799377441406
7	403	12281	63.5088005065918
8	403	340454	62.73860168457031
9	403	410424	61.850399017333984
10	403	11902898	60.92409896850586
1	409	4305777	116.59719848632812
2	409	725241	113.4968032836914
3	409	10912186	101.81390380859375
4	409	10931965	101.44989776611328
5	409	10931010	101.029296875
6	409	10928688	98.76490020751953
7	409	10908794	97.87480163574219
8	409	10920785	96.35459899902344
9	409	10912144	95.98670196533203
10	409	10931811	95.54029846191406
1	426	29798	50.687599182128906
2	426	52799	48.59809875488281
3	426	30292	47.2056999206543
4	426	32043408	45.487998962402344
5	426	8091	44.33879852294922
6	426	6097209	44.32389831542969
7	426	15872	43.41389846801758
8	426	5813	43.02519989013672
9	426	34452	42.90629959106445
10	426	12105265	42.83100128173828
1	475	49514870	93.04750061035156
2	475	181579	90.04060363769531
3	475	894522	85.8302993774414
4	475	18998741	85.05819702148438
5	475	18999140	84.6427993774414
6	475	1968470	83.67250061035156
7	475	21622602	80.15709686279297
8	475	3747	80.01390075683594
9	475	36739	78.35160064697266
10	475	161537	77.53500366210938
1	594	3672729	141.00250244140625
2	594	19614253	129.2061004638672
3	594	2089406	118.44989776611328
4	594	20940608	104.22049713134766
5	594	20110288	98.989501953125
6	594	66800872	97.07649993896484
7	594	25109420	95.11219787597656
8	594	40542151	94.2938003540039
9	594	195137	92.69869995117188
10	594	172740	91.88140106201172
1	620	44971017	67.92279815673828
2	620	1047287	66.42649841308594
3	620	698821	63.07590103149414
4	620	1683930	58.1963005065918
5	620	211329	57.78839874267578
6	620	4506084	56.87030029296875
7	620	32304	56.37950134277344
8	620	1111684	56.22079849243164
9	620	14431773	56.152198791503906
10	620	7601	55.792198181152344
1	666	49022	95.0072021484375
2	666	29141681	90.75199890136719
3	666	24240447	75.21479797363281
4	666	12182568	74.12860107421875
5	666	5716140	68.46700286865234
6	666	12537	65.98660278320312
7	666	36853397	62.575401306152344
8	666	4066919	59.3838005065918
9	666	2865984	58.97650146484375
10	666	55545	58.27750015258789
1	677	16043313	78.33670043945312
2	677	24540	78.24659729003906
3	677	326528	77.46910095214844
4	677	155152	72.78620147705078
5	677	97817	72.5792007446289
6	677	1051972	72.39199829101562
7	677	32664873	72.13459777832031
8	677	5551845	72.10859680175781
9	677	873053	71.97019958496094
10	677	6060866	71.92990112304688
1	724	15881	174.11810302734375
2	724	5693	132.4456024169922
3	724	745693	124.25779724121094
4	724	26980	120.80719757080078
5	724	863750	120.51959991455078
6	724	173596	113.25679779052734
7	724	198983	112.92859649658203
8	724	3712	110.57499694824219
9	724	32861535	109.18350219726562
10	724	33604980	109.13259887695312
1	726	490528	248.523193359375
2	726	15215	137.55389404296875
3	726	35475816	134.66409301757812
4	726	21242	121.69750213623047
5	726	18394233	121.48490142822266
6	726	17661068	119.6978988647461
7	726	262792	119.06089782714844
8	726	2126501	118.80979919433594
9	726	19001	117.93340301513672
10	726	424589	115.72360229492188
1	765	302954	86.78209686279297
2	765	1695229	85.49009704589844
3	765	896430	83.65609741210938
4	765	2283247	81.4292984008789
5	765	374833	80.86150360107422
6	765	15155749	80.40270233154297
7	765	25675557	80.20490264892578
8	765	151606	79.59629821777344
9	765	463210	79.40699768066406
